Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenmy01.shtml"">Myron Allen</a>",BSN,32,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.06
"<a href=""https://www.baseball-reference.com/players/a/andreed01.shtml"">Ed Andrews</a>",PHI,27,468,437,93,109,2,138,28,31,56,35,.249,.299,.316,.615,.294,.00
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,34,559,504,117,187,10,274,147,55,29,19,.371,.433,.544,.977,.451,7.07
"<a href=""https://www.baseball-reference.com/players/a/atkinal01.shtml"">Al Atkinson</a>",PH4,25,174,148,27,18,0,21,9,26,4,0,.122,.253,.142,.395,.217,-.38
"<a href=""https://www.baseball-reference.com/players/a/aydelja01.shtml"">Jake Aydelott</a>",PH4,24,7,6,0,0,0,0,0,1,0,0,.000,.143,.000,.143,.107,-.07
"<a href=""https://www.baseball-reference.com/players/b/bakerge01.shtml"">George Baker</a>",KCN,28,4,4,1,1,0,1,0,0,0,1,.250,.250,.250,.500,.238,-.17
"<a href=""https://www.baseball-reference.com/players/b/bakerph01.shtml"">Phil Baker</a>",WS8,29,345,325,37,72,1,91,34,20,16,32,.222,.267,.280,.547,.262,.02
"<a href=""https://www.baseball-reference.com/players/b/baldwki01.shtml"">Kid Baldwin</a>",CN2,21,325,315,41,72,3,103,32,8,12,0,.229,.252,.327,.579,.270,.42
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,27,222,204,25,41,0,53,25,18,3,44,.201,.266,.260,.526,.257,-.25
"<a href=""https://www.baseball-reference.com/players/b/barklsa01.shtml"">Sam Barkley</a>",PT1,28,536,478,77,127,1,177,69,58,22,0,.266,.345,.370,.715,.342,3.38
"<a href=""https://www.baseball-reference.com/players/b/barnibi01.shtml"">Billy Barnie</a>",BL2,33,7,6,0,0,0,0,0,1,0,0,.000,.143,.000,.143,.107,-.17
"<a href=""https://www.baseball-reference.com/players/b/barrbo01.shtml"">Bob Barr</a>",WS8,29,83,79,6,13,0,15,2,4,0,23,.165,.205,.190,.395,.194,-.41
"<a href=""https://www.baseball-reference.com/players/b/bassech01.shtml"">Charley Bassett</a>",KCN,23,378,342,41,89,2,130,32,36,6,43,.260,.331,.380,.711,.336,.00
"<a href=""https://www.baseball-reference.com/players/b/bastich01.shtml"">Charlie Bastian</a>",PHI,28,406,373,46,81,2,118,38,33,29,73,.217,.281,.316,.597,.285,2.11
"<a href=""https://www.baseball-reference.com/players/b/baueral01.shtml"">Al Bauer</a>",SL5,26,12,12,1,2,0,2,0,0,0,4,.167,.167,.167,.333,.158,-.09
"<a href=""https://www.baseball-reference.com/players/b/beglege01.shtml"">Gene Bagley</a>",NY1,25,17,16,1,2,0,2,1,1,1,3,.125,.176,.125,.301,.156,-.33
"<a href=""https://www.baseball-reference.com/players/b/behelst01.shtml"">Steve Behel</a>",NY4,25,247,224,32,46,0,55,17,22,16,0,.205,.279,.246,.525,.261,-.50
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">Charlie Bennett</a>",DTN,31,283,235,37,57,4,92,34,48,4,29,.243,.371,.391,.763,.366,3.99
"<a href=""https://www.baseball-reference.com/players/b/bickhda01.shtml"">Dan Bickham</a>",CN2,21,4,3,2,1,0,1,0,1,0,0,.333,.500,.333,.833,.425,.04
