Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",KCA,39,58&frac13;,3,4,5,44,15,11,2,19,28,1.697,2.715,1.080,1.47,1.78
"<a href=""https://www.baseball-reference.com/players/a/acostcy01.shtml"">Cy Acosta</a>",CHA,25,34&frac23;,3,0,5,25,6,6,2,17,28,1.558,3.045,1.212,1.65,1.64
"<a href=""https://www.baseball-reference.com/players/a/acosted01.shtml"">Ed Acosta</a>",SDN,28,89,3,6,0,105,49,44,7,30,53,4.449,3.099,1.517,1.77,-0.27
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",2,31,73,6,6,17,70,33,24,4,26,37,2.959,2.913,1.315,1.42,0.08
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",BAL,21,106&frac13;,6,8,2,78,36,29,5,30,49,2.455,2.926,1.016,1.63,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenll01.shtml"">Lloyd Allen</a>",CAL,22,85&frac13;,3,7,5,76,38,33,7,55,53,3.480,4.060,1.535,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/a/angelno01.shtml"">N. Angelini</a>",KCA,24,16,2,1,2,13,4,4,1,12,16,2.250,3.301,1.562,1.33,0.54
"<a href=""https://www.baseball-reference.com/players/a/arlinst01.shtml"">Steve Arlin</a>",SDN,26,250,10,21,0,217,115,100,19,122,159,3.600,3.483,1.356,1.30,0.00
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",CHA,27,252&frac13;,21,16,0,263,107,101,22,73,157,3.602,3.063,1.332,2.15,0.00
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",2,34,73&frac23;,4,4,2,55,26,23,5,36,40,2.810,3.635,1.235,1.11,1.39
"<a href=""https://www.baseball-reference.com/players/b/barera01.shtml"">Ray Bare</a>",SLN,23,16&frac23;,0,1,1,18,2,1,0,6,5,.540,2.871,1.440,0.83,0.65
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,24,179,8,10,2,166,66,57,16,41,86,2.866,3.242,1.156,2.10,2.86
"<a href=""https://www.baseball-reference.com/players/b/beenefr01.shtml"">Fred Beene</a>",NYA,29,57&frac23;,1,3,3,55,21,15,3,24,37,2.341,2.991,1.370,1.54,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellje01.shtml"">Jerry Bell</a>",ML4,24,70&frac23;,5,1,0,50,15,13,1,33,20,1.656,3.388,1.175,0.61,1.81
"<a href=""https://www.baseball-reference.com/players/b/bibbyji01.shtml"">Jim Bibby</a>",SLN,27,40&frac13;,1,3,0,29,18,15,4,19,28,3.347,3.702,1.190,1.47,0.00
"<a href=""https://www.baseball-reference.com/players/b/billija01.shtml"">J. Billingham</a>",CIN,29,217&frac23;,12,12,1,197,83,77,18,64,137,3.184,3.001,1.199,2.14,0.00
"<a href=""https://www.baseball-reference.com/players/b/blasiwa01.shtml"">W. Blasingame</a>",2,28,25&frac13;,0,1,0,18,17,16,6,19,16,5.684,6.549,1.461,0.84,-0.49
"<a href=""https://www.baseball-reference.com/players/b/blassst01.shtml"">Steve Blass</a>",PIT,30,249&frac23;,19,8,0,227,80,69,18,84,117,2.487,3.387,1.246,1.39,4.03
"<a href=""https://www.baseball-reference.com/players/b/blatest01.shtml"">S. Blateric</a>",NYA,28,4,0,0,0,2,0,0,0,0,4,.000,.337,.500,&infin;,0.20
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",OAK,22,151,6,10,0,117,55,47,11,48,111,2.801,2.819,1.093,2.31,0.71
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",MIN,21,287&frac13;,17,17,0,247,93,87,22,69,228,2.725,2.423,1.100,3.30,4.96
"<a href=""https://www.baseball-reference.com/players/b/bolinbo01.shtml"">Bobby Bolin</a>",BOS,33,30&frac23;,0,1,5,24,11,10,3,11,27,2.935,2.884,1.141,2.45,0.58
"<a href=""https://www.baseball-reference.com/players/b/bonhabi01.shtml"">Bill Bonham</a>",CHN,23,57&frac23;,1,1,4,56,22,20,4,25,49,3.121,2.843,1.405,1.96,0.84
"<a href=""https://www.baseball-reference.com/players/b/borbope01.shtml"">Pedro Borbon</a>",CIN,25,122,8,3,11,115,45,43,5,32,48,3.172,2.861,1.205,1.50,0.38
"<a href=""https://www.baseball-reference.com/players/b/bosmadi01.shtml"">Dick Bosman</a>",TEX,28,173&frac13;,8,10,0,183,87,70,11,48,105,3.635,2.728,1.333,2.19,0.00
"<a href=""https://www.baseball-reference.com/players/b/bradlto01.shtml"">Tom Bradley</a>",CHA,25,260,15,14,0,225,94,86,19,65,209,2.977,2.467,1.115,3.22,5.41
"<a href=""https://www.baseball-reference.com/players/b/brandbu01.shtml"">B. Brandon</a>",PHI,31,104&frac13;,7,7,2,106,49,40,9,46,67,3.450,3.377,1.457,1.46,0.52
"<a href=""https://www.baseball-reference.com/players/b/brettke01.shtml"">Ken Brett</a>",ML4,23,133,7,12,0,121,76,67,13,49,74,4.534,3.648,1.278,1.51,0.00
"<a href=""https://www.baseball-reference.com/players/b/breweji01.shtml"">Jim Brewer</a>",LAN,34,78&frac13;,8,7,17,41,16,11,6,25,69,1.264,2.520,.843,2.76,0.00
