Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotji01.shtml"">Jim Abbott</a>",2,27,197,11,8,0,209,93,81,14,64,86,3.701,4.106,1.386,1.34,2.62
"<a href=""https://www.baseball-reference.com/players/a/abbotky01.shtml"">Kyle Abbott</a>",PHI,27,28&‌#8531;,2,0,0,28,12,12,3,16,21,3.812,4.756,1.553,1.31,.35
"<a href=""https://www.baseball-reference.com/players/a/aceveju01.shtml"">Juan Acevedo</a>",COL,25,65&‌#8532;,4,6,0,82,53,47,15,20,40,6.442,5.514,1.553,2.00,-.36
"<a href=""https://www.baseball-reference.com/players/a/acrema01.shtml"">Mark Acre</a>",OAK,26,52,1,2,0,52,35,33,7,28,47,5.712,4.514,1.538,1.68,-.26
"<a href=""https://www.baseball-reference.com/players/a/adamste01.shtml"">Terry Adams</a>",CHN,22,18,1,1,1,22,15,13,0,10,15,6.500,3.103,1.778,1.50,.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">Rick Aguilera</a>",2,33,55&‌#8531;,3,3,32,46,16,16,6,13,52,2.602,3.286,1.066,4.00,.00
"<a href=""https://www.baseball-reference.com/players/a/ahearpa01.shtml"">Pat Ahearne</a>",DET,25,10,0,2,0,20,13,13,2,5,4,11.700,5.811,2.500,.80,-.43
"<a href=""https://www.baseball-reference.com/players/a/alberjo01.shtml"">Jose Alberro</a>",TEX,26,20&‌#8532;,0,0,0,26,18,17,2,12,10,7.403,4.870,1.839,.83,-.28
"<a href=""https://www.baseball-reference.com/players/a/alvarta01.shtml"">Tavo Alvarez</a>",MON,23,37&‌#8531;,1,5,0,46,30,28,2,14,17,6.750,3.737,1.607,1.21,-.59
"<a href=""https://www.baseball-reference.com/players/a/alvarwi01.shtml"">Wilson Alvarez</a>",CHA,25,175,8,11,0,171,96,84,21,93,118,4.320,4.913,1.509,1.27,2.05
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">Brian Anderson</a>",CAL,23,99&‌#8532;,6,8,0,110,66,65,24,30,45,5.870,6.239,1.405,1.50,-.04
"<a href=""https://www.baseball-reference.com/players/a/andersc01.shtml"">Scott Anderson</a>",KCA,32,25&‌#8531;,1,0,0,29,15,15,3,8,6,5.329,5.067,1.461,.75,.10
"<a href=""https://www.baseball-reference.com/players/a/andujlu01.shtml"">Luis Andujar</a>",CHA,22,30&‌#8531;,2,1,0,26,12,11,4,14,9,3.264,5.742,1.319,.64,.94
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",KCA,27,201&‌#8531;,15,10,0,163,90,87,14,80,185,3.889,3.246,1.207,2.31,4.58
"<a href=""https://www.baseball-reference.com/players/a/aquinlu01.shtml"">Luis Aquino</a>",2,31,42&‌#8531;,0,3,2,57,34,24,6,13,26,5.102,4.323,1.654,2.00,-.81
