Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",BAL,30,264,10,6,14,83,44,37,6,35,67,3.784,3.212,1.341,1.91,0.24
"<a href=""https://www.baseball-reference.com/players/a/abregjo01.shtml"">J. Abrego</a>",CHN,22,72,1,1,0,32,18,17,3,12,13,6.375,4.664,1.833,1.08,-0.42
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",TOR,26,259,7,2,10,86,35,31,7,43,42,3.232,4.208,1.494,0.98,0.00
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",CHA,27,181,4,3,1,45,27,24,3,23,39,3.580,3.047,1.127,1.70,0.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">R. Aguilera</a>",NYN,23,367,10,7,0,118,49,44,8,37,74,3.237,3.184,1.267,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",TOR,34,782,17,10,0,268,105,100,28,67,142,3.453,3.692,1.285,2.12,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",2,27,175,2,4,3,58,31,27,4,30,26,4.166,4.169,1.509,0.87,-1.40
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",PHI,32,219,3,3,3,78,41,35,5,26,50,4.315,3.133,1.425,1.92,0.00
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>",SLN,32,809,21,12,0,265,113,102,15,82,112,3.404,3.376,1.287,1.37,2.15
"<a href=""https://www.baseball-reference.com/players/a/armstmi01.shtml"">M. Armstrong</a>",NYA,31,44,0,0,0,9,5,5,4,2,11,3.068,5.455,.750,5.50,0.22
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">K. Atherton</a>",OAK,26,314,4,7,3,89,51,50,17,42,77,4.299,4.594,1.252,1.83,0.00
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",2,35,153,2,0,0,55,38,34,3,27,30,6.000,3.758,1.608,1.11,-1.24
"<a href=""https://www.baseball-reference.com/players/b/balleja01.shtml"">Jay Baller</a>",CHN,24,156,2,3,1,52,21,20,8,17,31,3.462,4.409,1.327,1.82,1.10
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",CHA,30,632,10,14,0,211,121,114,30,100,198,4.870,3.988,1.476,1.98,1.34
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",ATL,29,221,2,9,0,84,55,52,10,37,47,6.353,4.575,1.643,1.27,-0.95
"<a href=""https://www.baseball-reference.com/players/b/barklje01.shtml"">Jeff Barkley</a>",CLE,25,123,0,3,1,37,26,24,5,15,30,5.268,3.896,1.268,2.00,-0.45
"<a href=""https://www.baseball-reference.com/players/b/barojsa01.shtml"">S. Barojas</a>",SEA,28,158,0,5,0,65,40,35,6,33,27,5.981,4.905,1.861,0.82,-0.54
"<a href=""https://www.baseball-reference.com/players/b/beardda01.shtml"">Dave Beard</a>",CHN,25,38,0,0,0,16,9,9,2,7,4,6.395,5.701,1.816,0.57,-0.09
"<a href=""https://www.baseball-reference.com/players/b/beattji01.shtml"">Jim Beattie</a>",SEA,30,211,5,6,0,93,61,57,9,33,45,7.294,4.209,1.791,1.36,-1.37
"<a href=""https://www.baseball-reference.com/players/b/beckwjo01.shtml"">Joe Beckwith</a>",KCA,30,285,1,5,1,99,45,43,9,32,80,4.074,3.130,1.379,2.50,0.69
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>",ATL,27,620,7,15,0,198,101,88,17,111,134,3.832,4.000,1.495,1.21,1.91
"<a href=""https://www.baseball-reference.com/players/b/behenri01.shtml"">Rick Behenna</a>",CLE,25,59,0,2,0,29,17,17,3,8,4,7.780,5.369,1.881,0.50,-0.33
"<a href=""https://www.baseball-reference.com/players/b/beller01.shtml"">Eric Bell</a>",BAL,21,17,0,0,0,4,3,3,1,4,4,4.765,6.008,1.412,1.00,0.02
"<a href=""https://www.baseball-reference.com/players/b/berenbr01.shtml"">B. Berenyi</a>",NYN,30,41,1,0,0,8,6,4,0,10,10,2.634,3.237,1.317,1.00,0.11
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",DET,30,285,5,6,0,96,67,59,12,48,82,5.589,4.039,1.516,1.71,-1.06
"<a href=""https://www.baseball-reference.com/players/b/bestka01.shtml"">Karl Best</a>",SEA,26,97,2,1,4,25,9,7,1,6,32,1.948,1.588,.959,5.33,1.25
"<a href=""https://www.baseball-reference.com/players/b/bielemi01.shtml"">M. Bielecki</a>",PIT,25,137,2,3,0,45,26,23,5,31,22,4.533,5.116,1.664,0.71,0.00
"<a href=""https://www.baseball-reference.com/players/b/birtsti01.shtml"">Tim Birtsas</a>",OAK,24,424,10,6,0,124,72,63,18,91,94,4.012,4.952,1.521,1.03,0.94
"<a href=""https://www.baseball-reference.com/players/b/blackbu02.shtml"">Buddy Black</a>",KCA,28,617,10,15,0,216,111,99,17,59,122,4.332,3.298,1.337,2.07,0.00
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",SFN,35,393,8,8,0,115,70,65,17,80,103,4.466,4.648,1.489,1.29,0.14
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",2,34,881,17,16,0,264,121,103,23,75,206,3.157,2.974,1.154,2.75,6.76
"<a href=""https://www.baseball-reference.com/players/b/boddimi01.shtml"">M. Boddicker</a>",BAL,27,610,12,17,0,227,104,92,13,89,135,4.072,3.401,1.554,1.52,1.88
"<a href=""https://www.baseball-reference.com/players/b/boevejo01.shtml"">Joe Boever</a>",SLN,24,49,0,0,0,17,8,8,3,4,20,4.408,3.322,1.286,5.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/boggsto01.shtml"">Tommy Boggs</a>",TEX,29,21,0,0,0,13,9,9,3,2,6,11.571,6.660,2.143,3.00,-0.27
"<a href=""https://www.baseball-reference.com/players/b/bookegr01.shtml"">Greg Booker</a>",SDN,25,67,0,1,0,20,17,17,3,17,7,6.851,6.163,1.657,0.41,0.00
"<a href=""https://www.baseball-reference.com/players/b/bordiri01.shtml"">Rich Bordi</a>",NYA,26,294,6,8,2,95,41,35,5,29,64,3.214,2.892,1.265,2.21,1.31
"<a href=""https://www.baseball-reference.com/players/b/botelde01.shtml"">D. Botelho</a>",CHN,28,132,1,3,0,52,27,26,8,23,23,5.318,5.390,1.705,1.00,-0.05
