Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bakelje01.shtml"">J. Bakley</a>",2,27,163&frac13;,6,12,0,175,139,77,7,90,45,4.243,4.212,1.622,0.50,-1.40
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",PIT,27,437&frac23;,21,28,1,385,278,134,10,227,197,2.756,3.493,1.398,0.87,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrbo01.shtml"">Bob Barr</a>",NY1,34,27,0,4,0,47,25,16,1,12,11,5.333,3.244,2.185,0.92,-0.51
"<a href=""https://www.baseball-reference.com/players/b/beatied01.shtml"">Ed Beatin</a>",CL4,24,29,0,3,0,39,44,17,1,21,4,5.276,4.305,2.069,0.19,-1.27
"<a href=""https://www.baseball-reference.com/players/b/bellch01.shtml"">Charlie Bell</a>",2,22,86,3,6,0,95,67,40,4,23,17,4.186,3.377,1.372,0.74,-0.57
"<a href=""https://www.baseball-reference.com/players/b/boonege01.shtml"">George Boone</a>",LS2,20,15,0,0,1,15,15,13,0,9,4,7.800,3.950,1.600,0.44,-0.30
"<a href=""https://www.baseball-reference.com/players/b/bowmasu01.shtml"">S. Bowman</a>",PH4,24,68,2,5,0,73,54,26,0,37,22,3.441,3.434,1.618,0.59,-0.17
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",SL4,22,28&frac23;,2,0,1,15,14,7,2,14,13,2.198,4.359,1.012,0.93,0.63
"<a href=""https://www.baseball-reference.com/players/b/brynato01.shtml"">Tod Brynan</a>",BSN,27,1,0,1,0,4,6,6,0,3,0,54.000,7.966,7.000,0.00,-0.31
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",BS2,30,363&frac23;,29,9,1,303,153,103,8,120,158,2.549,3.043,1.163,1.32,7.52
"<a href=""https://www.baseball-reference.com/players/b/burreha01.shtml"">H. Burrell</a>",SL4,24,43,4,2,1,51,36,23,4,21,19,4.814,4.283,1.674,0.90,-0.33
"<a href=""https://www.baseball-reference.com/players/c/calihwi01.shtml"">Will Calihan</a>",PH4,23,112,6,6,0,151,103,80,7,47,28,6.429,3.860,1.768,0.60,-1.25
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",WS9,18,415,14,37,0,513,358,230,17,161,174,4.988,3.302,1.624,1.08,-0.91
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",BRO,27,297,18,14,1,323,185,103,7,107,69,3.121,3.465,1.448,0.64,2.91
"<a href=""https://www.baseball-reference.com/players/c/cassied01.shtml"">Ed Cassian</a>",2,23,91,3,7,0,113,83,45,4,51,24,4.451,4.082,1.802,0.47,-0.48
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",PH4,23,405&frac23;,22,23,0,397,263,190,10,206,204,4.215,3.428,1.486,0.99,3.78
"<a href=""https://www.baseball-reference.com/players/c/clarkda01.shtml"">Dad Clarke</a>",CL6,26,23,1,2,0,32,21,16,0,16,3,6.261,4.265,2.087,0.19,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkda02.shtml"">Dad Clarkson</a>",NY1,24,28,1,2,0,24,23,9,0,18,11,2.893,3.523,1.500,0.61,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",BSN,29,460&frac23;,33,19,3,435,244,143,18,154,141,2.794,3.500,1.279,0.92,9.71
"<a href=""https://www.baseball-reference.com/players/c/coughro01.shtml"">R. Coughlin</a>",NY1,23,61,3,4,0,74,50,26,5,23,22,3.836,3.964,1.590,0.96,-0.65
"<a href=""https://www.baseball-reference.com/players/c/craneed01.shtml"">Ed Crane</a>",2,29,366&frac23;,18,22,0,350,242,121,6,203,173,2.970,3.473,1.508,0.85,0.00
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",BL3,25,237&frac23;,11,14,0,241,181,106,8,138,59,4.014,4.248,1.595,0.43,-0.49
"<a href=""https://www.baseball-reference.com/players/d/dailyed01.shtml"">Ed Daily</a>",LS2,28,111&frac13;,4,8,0,149,109,71,6,48,27,5.740,3.902,1.769,0.56,-1.81
"<a href=""https://www.baseball-reference.com/players/d/daleybi01.shtml"">Bill Daley</a>",BS2,23,126&frac23;,8,6,2,119,76,42,6,81,68,2.984,3.988,1.579,0.84,0.58
"<a href=""https://www.baseball-reference.com/players/d/daviege01.shtml"">G. Davies</a>",ML3,23,102,7,5,0,94,48,30,2,35,61,2.647,2.679,1.265,1.74,3.17
"<a href=""https://www.baseball-reference.com/players/d/davisge01.shtml"">George Davis</a>",CL4,20,4,0,1,1,8,8,7,0,3,4,15.750,2.870,2.750,1.33,-0.38
"<a href=""https://www.baseball-reference.com/players/d/dolanjo01.shtml"">John Dolan</a>",CL6,23,203&frac13;,12,11,0,216,131,94,8,84,68,4.161,3.758,1.475,0.81,0.47
"<a href=""https://www.baseball-reference.com/players/d/doranjo01.shtml"">John Doran</a>",LS2,29,126,5,10,0,160,111,76,3,75,55,5.429,3.535,1.865,0.73,-1.25
